Date,Value
20200225,4.58849
20200224,4.72746
20200221,4.79463
20200220,4.81381
20200219,4.77393
20200218,4.71555
20200217,4.72139
20200214,4.70193
20200213,4.68958
20200212,4.6988
20200211,4.64678
20200210,4.64845
20200207,4.67792
20200206,4.64017
20200205,4.50013
20200204,4.45414
20200203,4.43696
20200131,4.44314
20200130,4.49405
20200129,4.44495
20200128,4.42096
20200127,4.50533
20200124,4.48992
20200123,4.48775
20200122,4.47085
20200121,4.47154
20200120,4.46738
20200117,4.42341
20200116,4.4522
20200115,4.34694
20200114,4.33603
20200113,4.33183
20200110,4.29771
20200109,4.27301
20200108,4.26413
20200107,4.27571
20200106,4.26793
20200103,4.32589
20200102,4.33228
20191230,4.37628
20191227,4.36571
20191226,4.36078
20191225,4.36514
20191224,4.36078
20191223,4.33548
20191220,4.30301
20191219,4.29597
20191218,4.34827
20191217,4.37738
20191216,4.2997
20191213,4.29897
20191212,4.291
20191211,4.30013
20191210,4.31016
20191209,4.33269
20191206,4.31016
20191205,4.29679
20191204,4.25745
20191203,4.23689
20191202,4.2578
20191129,4.27545
20191128,4.28223
20191127,4.27806
20191126,4.24667
20191125,4.1703
20191122,4.13668
20191121,4.17939
20191120,4.23774
20191119,4.24075
20191118,4.26587
20191115,4.25254
20191114,4.26781
20191113,4.23505
20191112,4.22574
20191111,4.22097
20191108,4.1639
20191107,4.12079
20191106,4.12996
20191105,4.17034
20191104,4.14983
20191101,4.04823
20191031,4.08228
20191030,4.03841
20191029,4.07449
20191028,4.04372
20191025,4.03373
20191024,4.00779
20191023,4.00466
20191022,3.96384
20191021,3.92928
20191018,3.9752
20191017,3.97243
20191016,3.99261
20191015,3.96749
20191014,3.91384
20191011,3.89153
20191010,3.91442
20191009,3.90808
20191008,3.93669
20191007,3.89522
20191004,3.84919
20191003,3.83589
20191002,3.92519
20191001,3.98327
20190930,4.00208
20190927,4.01409
20190926,3.99521
20190925,4.03164
20190924,4.01582
20190923,4.01286
20190920,3.98601
20190919,3.96954
20190918,3.96125
20190917,3.91797
20190916,3.94415
20190913,3.9685
20190912,3.98213
20190911,3.89123
20190910,3.97171
20190909,4.03732
20190906,4.02368
20190905,4.0372
20190904,4.01747
20190903,3.99672
20190902,3.96049
20190830,3.93896
20190829,3.93855
20190828,3.95058
20190827,3.92386
20190826,3.96234
20190823,3.96518
20190822,3.95587
20190821,3.89828
20190820,3.89027
20190819,3.90104
20190816,3.83597
20190815,3.82859
20190814,3.88662
20190813,3.83958
20190812,3.85371
20190809,3.89542
20190808,3.80014
20190807,3.77231
20190806,3.73501
20190805,3.82186
20190802,3.87696
20190801,3.82641
20190731,3.81731
20190730,3.88529
20190729,3.88278
20190726,3.89721
20190725,3.90423
20190724,3.8601
20190723,3.85659
20190722,3.83662
20190719,3.84983
20190718,3.83968
20190717,3.84322
20190716,3.82372
20190715,3.80313
20190712,3.87261
20190711,3.9029
20190710,3.88913
20190709,3.90479
20190708,3.91138
20190705,3.95069
20190704,3.97569
20190703,3.93095
20190702,3.90525
20190701,3.84268
20190628,3.82092
20190627,3.86078
20190626,3.89825
20190625,3.8781
20190624,3.87871
20190621,3.92586
20190620,3.94895
20190619,3.93582
20190618,3.89521
20190617,3.88695
20190614,3.91661
20190613,3.9422
20190612,3.90413
20190611,3.81365
20190610,3.80857
20190607,3.81307
20190606,3.7556
20190605,3.75281
20190604,3.77906
20190603,3.74313
20190531,3.74093
20190530,3.74463
20190529,3.84477
20190528,3.80707
20190527,3.8437
20190524,3.82442
20190523,3.84819
20190522,3.81357
20190521,3.78137
20190520,3.79314
20190517,3.7878
20190516,3.7577
20190515,3.76912
20190514,3.75142
20190513,3.82194
20190510,3.83166
20190509,3.86009
20190508,3.82708
20190507,3.82312
20190506,3.83433
20190503,3.87647
20190502,3.90255
20190501,3.90018
20190430,3.91485
20190429,3.90529
20190426,3.84697
20190425,3.85532
20190424,3.85852
20190423,3.8508
20190422,3.848
20190419,3.85184
20190418,3.848
20190417,3.89144
20190416,3.90136
20190415,3.88903
20190412,3.8921
20190411,3.89465
20190410,3.88695
20190409,3.90571
20190408,3.89746
20190405,3.87921
20190404,3.90832
20190403,3.93901
20190402,3.92294
20190401,3.88191
20190329,3.85936
20190328,3.84568
20190327,3.85662
20190326,3.81618
20190325,3.82477
20190322,3.89698
20190321,3.90137
20190320,3.90905
20190319,3.87857
20190318,3.87451
20190315,3.86169
20190314,3.83691
20190313,3.80669
20190312,3.79096
20190311,3.78714
20190308,3.78743
20190307,3.78121
20190306,3.8003
20190305,3.78104
20190304,3.77748
20190301,3.74569
20190228,3.72997
20190227,3.74724
20190226,3.73829
20190225,3.73207
20190222,3.71773
20190221,3.73798
20190220,3.7193
20190219,3.75149
20190218,3.74065
20190215,3.7152
20190214,3.69142
20190213,3.68666
20190212,3.6566
20190211,3.61845
20190208,3.6352
20190207,3.65216
20190206,3.68015
20190205,3.59994
20190204,3.61152
20190201,3.56401
20190131,3.55133
20190130,3.53514
20190129,3.51152
20190128,3.52699
20190125,3.56214
20190124,3.57845
20190123,3.59923
20190122,3.604
20190121,3.60378
20190118,3.56998
20190117,3.55176
20190116,3.54278
20190115,3.53127
20190114,3.59264
20190111,3.59263
20190110,3.60727
20190109,3.60546
20190108,3.55936
20190107,3.54367
20190104,3.4787
20190103,3.47438
20190102,3.43633
20181228,3.3899
20181227,3.43657
20181221,3.45785
20181220,3.48702
20181219,3.53335
20181218,3.56279
20181217,3.59933
20181214,3.60112
20181213,3.56979
20181212,3.5574
20181211,3.52364
20181210,3.55678
20181207,3.5087
20181206,3.57418
20181205,3.58419
20181204,3.57841
20181203,3.58735
20181130,3.56383
20181129,3.56778
20181128,3.57749
20181127,3.60372
20181126,3.53762
20181123,3.4627
20181122,3.46847
20181121,3.46005
20181120,3.51606
20181119,3.50962
20181116,3.49378
20181115,3.57079
20181114,3.55821
20181113,3.60638
20181112,3.60712
20181109,3.60565
20181108,3.56999
20181107,3.509
20181106,3.50184
20181105,3.5357
20181102,3.52138
20181101,3.47773
20181031,3.43065
20181030,3.43755
20181029,3.35618
20181026,3.37865
20181025,3.41087
20181024,3.40303
20181023,3.49708
20181022,3.51579
20181019,3.53023
20181018,3.4967
20181017,3.48323
20181016,3.41074
20181015,3.41578
20181012,3.38407
20181011,3.37249
20181010,3.46179
20181009,3.4769
20181008,3.55443
20181005,3.55499
20181004,3.71895
20181003,3.74008
20181002,3.73215
20181001,3.73718
20180928,3.7336
20180927,3.75161
20180926,3.76003
20180925,3.73374
20180924,3.74592
20180921,3.74016
20180920,3.71163
20180919,3.72903
20180918,3.72216
20180917,3.75256
20180914,3.79567
20180913,3.79853
20180912,3.77734
20180911,3.79212
20180910,3.7825
20180907,3.78027
20180906,3.77017
20180905,3.83894
20180904,3.86639
20180903,3.87609
20180831,3.90426
20180830,3.90574
20180829,3.90951
20180828,3.90985
20180827,3.87746
20180824,3.86748
20180823,3.86875
20180822,3.85171
20180821,3.8254
20180820,3.80107
20180817,3.80835
20180816,3.77204
20180815,3.8181
20180814,3.78332
20180813,3.75255
20180810,3.76128
20180809,3.74103
20180808,3.8433
20180807,3.84941
20180806,3.87241
20180803,3.86004
20180802,3.86476
20180801,3.86297
20180731,3.90111
20180730,3.91765
20180727,3.94158
20180726,3.88966
20180725,3.88211
20180724,3.84195
20180723,3.85281
20180720,3.82852
20180719,3.81814
20180718,3.83722
20180717,3.79799
20180716,3.8167
20180713,3.81544
20180712,3.7638
20180711,3.78261
20180710,3.74626
20180709,3.71875
20180706,3.69066
20180705,3.70622
20180704,3.68982
20180703,3.65344
20180702,3.66579
20180629,3.63693
20180628,3.66884
20180627,3.67049
20180626,3.73277
20180625,3.76285
20180622,3.7501
20180621,3.73134
20180620,3.70198
20180619,3.72129
20180618,3.75934
20180615,3.75161
20180614,3.70634
20180613,3.69404
20180612,3.69758
20180611,3.67698
20180608,3.70431
20180607,3.73485
20180606,3.77727
20180604,3.7789
20180601,3.72316
20180531,3.71843
20180530,3.70011
20180529,3.74819
20180528,3.79313
20180525,3.77459
20180524,3.80123
20180523,3.81434
20180522,3.80572
20180518,3.81905
20180517,3.80876
20180516,3.79929
20180515,3.87231
20180514,3.82277
20180509,3.82883
20180508,3.79714
20180507,3.73581
20180504,3.74923
20180503,3.77012
20180502,3.69572
20180501,3.68178
20180430,3.68366
20180426,3.63701
20180425,3.67262
20180424,3.66276
20180423,3.65872
20180420,3.65776
20180419,3.68023
20180418,3.67648
20180417,3.65317
20180416,3.66162
20180413,3.69269
20180412,3.6763
20180411,3.71912
20180410,3.70427
